Name,key,Style,Style Key,Brewery,Description,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
# 100,4233,Barleywine - American,97,Nøgne Ø - Det Kompromissløse Bryggeri A/S,"Notes:23,5° P, 80 IBU.First brewed to celebrate the 100th batch. Ingredients: Maris Otter, wheat, and chocolate malt; Columbus, Chinook, and Centennial hops; English ale yeast, and our local Grimstad water.	",10,4.07,60,100,18,70,43,85,92,26,1,53,95,15,113
Old Numbskull - Bourbon Barrel-Aged,4234,Barleywine - American,97,AleSmith Brewing Company,"Notes:A West Coast style barleywine. A huge malt profile and a very aggressive dose of premium domestic hops give Old Numbskull a tantalizing complexity, from the aroma to the aftertaste. A year spent in bourbon barrels adds amazing depth and complexity.	",11,4.31,60,100,9,57,67,26,113,20,0,36,23,25,132
Devil's Milk,4235,Barleywine - American,97,DuClaw Brewing Company,"Notes:Our award winning barleywine will seduce you with its assertive hop bill (that changes each year to make each vintage unique), citrus flavors, and warming 10% ABV. Devil’s Milk is best served in a snifter to accommodate its ABV and allow complex flavors to emerge as it warms in your hands.	",10,3.86,60,100,15,73,45,78,125,80,2,122,117,9,103
Big Worse,4236,Barleywine - American,97,Mikkeller ApS,"Notes:Brewed at De Proefbrouwerij.Ingredients: Water, malt (pils and caramunich), candy sugar, hops (nugget, cascade and centennial) and ale yeast.	",12,3.83,60,100,14,50,58,67,137,71,0,110,79,12,114
Double Or Nothing,4237,Barleywine - American,97,Otter Creek Brewing,"Notes:Collaboration with Lawson's Finest LiquidsA Devilishly Sweet Barleywine aged on maple wood and brewed with a heavenly dose of Vermont maple syrup. Brewed in collaboration between Sean Lawson of Lawson's Finest Liquids & Mike Gerhart of Otter Creek Brewing Co.	",10.5,4.02,60,100,9,58,31,29,238,31,0,54,28,16,195
Barrel Roll No. 4 Wing Over,4238,Barleywine - American,97,Hangar 24 Brewing,"Notes:Formerly Barrel Roll No. 4 Hammerhead	",13.8,4.09,60,100,9,60,79,42,92,11,0,28,38,24,137
Old Boardhead Barleywine Ale,4239,Barleywine - American,97,Full Sail Brewing Company,Notes:,9,3.89,60,100,8,47,34,41,88,33,0,31,45,11,83
Chicken Killer Barley Wine,4240,Barleywine - American,97,Santa Fe Brewing Company,"Notes:Chicken Killer Barley Wine is the revolutionary beer that will someday define America's unique Barley Wine style. It is brewed with twice the ingredients of the Santa Fe Brewing Company's other beers, and only half the usual amount of liquid is extracted from these ingredients. This makes one substantial beer. At over ten percent alcohol, Chicken Killer is actually as substantial as wine, but this is not to say that it is difficult to drink. On the contrary; be careful with this one. The flavors of the beer are at first as overwhelming as the intense Santa Fe sun. But in the same way our sun gives us the unrivaled brilliant colors of Santa Fe, the potency of Chicken Killer gives us the remarkable spectrum of flavors that can be found in no other beer, in no other city. If you did not have the opportunity to try last year's vintage, come try this year's!	",10,3.72,60,100,13,41,40,61,85,38,0,47,61,4,104
Day & Night,4241,Barleywine - American,97,Trillium Brewing Company,"Notes:This Barrington cold brewed coffee infused blonde barleywine is the luminous counterpart to our dark, rich imperial stout. In Day & Night, we envisioned the blonde barleywine style as a way to showcase the nuanced floral, fruity, and spicy characteristics found in medium and lighter roast coffee blends. Golden-Amber in color, Day & Night exudes delightful aromas of almond toffee, graham crackers, fruity coffee, lightly acidic berries, and vanilla. Upfront flavors of creamy coffee, honey tinged malt, caramel, and tart berry blend cleanly with a slight coffee-derived bitterness.MALT: Pilsner, Abbey, Turbinado SugarHOPS: Columbus	",10,4.2,60,100,19,69,22,137,154,49,8,61,49,32,230
Olde Bluehair Barley Wine,4242,Barleywine - American,97,Big Sky Brewing Company,"Notes:75 IBU	",12,4.04,60,100,10,53,63,53,71,22,1,32,56,23,114
Old Blarney Barleywine,4243,Barleywine - American,97,Moylan's Brewery,Notes:,10,3.87,60,100,14,66,38,61,107,39,0,64,69,6,119
Hell On Wood,4244,Barleywine - American,97,DuClaw Brewing Company,"Notes:We aged a limited quantity of our award winning (Brewer’s Association of Maryland Governor’s Cup gold medal winner in 2006, 2007 and 2008) Barleywine, Devil’s Milk, in Kentucky White Oak Bourbon barrels to create a uniquely tempting new brew. Hell On Wood is medium/full-bodied and amber in color with a thin, persistent, off-white head. Its mesmerizing citrus flavors and aromas, accented by notes of charred oak, vanilla, and caramelized sugar, give way to a palate dominating hop finish balanced by smoky, bourbon character and a warming alcohol presence (10.6% alcohol by volume). There’s no escape; prepare to fall to the seductive power of Hell On Wood!	",13.1,4.02,60,100,7,66,93,34,92,32,0,55,22,33,102
Druid Fluid,4245,Barleywine - American,97,"Middle Ages Brewing Co., Ltd.",Notes:,9.5,3.94,60,100,25,55,39,90,116,56,3,88,105,4,102
Holidale,4246,Barleywine - American,97,Berkshire Brewing Company Inc.,Notes:,9.5,3.9,60,100,15,72,50,79,103,42,0,53,69,27,107
Old Howling Bastard,4247,Barleywine - American,97,Blue Point Brewing Company,"Notes:Our special barley wine is made with English 2-row barley and Vienna malt. Its robust, malty, caramel flavor is balanced by lots and lots of hops, giving it a great depth of character.	",10,3.87,60,100,9,59,37,45,100,34,0,44,60,11,115
New Crustacean,4248,Barleywine - American,97,Rogue Ales,"Notes:Dedicated to CrustaceansThe name sort of says it all. John Maier, our Brewmaster, wanted to create a beer that defied traditional style definitions. The result was a remarkably hoppy yet balanced and malty ale that quickly became a cult favorite in our Newport brewpub. But what was it? It was not quite a barley wine and not quite a double or imperial IPA. Who really cares about putting beers into narrow categories? Great beer - just drink it and enjoy.88 IBU	",11.6,3.89,60,100,8,43,38,65,71,45,1,66,81,5,70
Santa Vs. Unicorn,4249,Barleywine - American,97,Pipeworks Brewing Company,"Notes:Father Christmas, Head Beardo, St. Nicholas Cage, a man of many names he may be, yet he has but one true foe... This Holiday Season, the Unicorn is back bearing his mantle of rainbowed chaos, and this time, it’s seasonal bitches. An Imperial Red Ale, American Style Barleywine or Red Double IPA call it what you will, grab one and get your Jollies while the holiday fight is on...	",10,4.01,60,100,14,53,26,76,69,38,0,47,99,13,102
Old Backus Barleywine,4250,Barleywine - American,97,Free State Brewing Co.,"Notes:Bronze Medal Winner, 1997 World Beer Championships - Barleywines.Old Backus contains just over 2,000 pounds of malt and 55 pounds of hops. The original gravity is 25.6 P/1092 which contributes to an alcohol content of 10.5% by volume. This is a tremendously complex beer that should be savoured slowly and in moderation. It will continue to change with age as it is served unfiltered.This barleywine is named after Richard Backus, an old friend to the Brewery.	",10.5,4.24,60,100,7,62,45,56,127,39,1,49,62,4,108
Bourbon County Brand Barleywine Ale,4251,Barleywine - English,98,Goose Island Beer Co.,"Notes:Aged in the third-use barrels that were once home to Kentucky bourbon and then our renowned Bourbon County Stout, this traditional English-style barleywine possesses the subtlety of flavor that only comes from a barrel that’s gone through many seasons of ritual care. The intricacies of the previous barrel denizens – oak, charcoal, hints of tobacco and vanilla, and that signature bourbon heat – are all present in this beer. Hearty and complex, Bourbon County Brand Barleywine is a titan and a timeline; a bold, flavorful journey through the craft of barrel aging.	",14.4,4.55,40,60,5,76,72,37,132,30,0,69,17,36,163
§ucaba,4252,Barleywine - English,98,Firestone Walker Brewing Co.,"Notes:Also known as Abacus2011 Reserve Series Bottle Notes:O.G. 27 PlatoF.G. 4.7 PlatoI.B.U. 42 unitsYeast: British Ale (House)Cases: 1500 producedColor: 36SRM (Dark Ruby)2014 Bottle NotesO.G. 27 PlatoF.G. 4.7 PlatoI.B.U. 42 unitsYeast: British Ale (House)Cases: 3500 producedColor: 36SRM (Dark Ruby)Matured for 1 year in a blend of Heaven Hill, 4 Roses, and Old Fitzgerald barrels.	",12.5,4.55,40,60,5,51,74,24,105,23,0,50,19,18,112
Insanity,4253,Barleywine - English,98,Weyerbacher Brewing Co.,"Notes:Insanity, 13.3% ABV, is made by aging our Blithering Idiot Barleywine Ale in whiskey barrels. The barrel aging imparts an additional level of complexity to an already intense malt profile by adding a combination of vanilla, oak and whiskey notes.	",13.3,4.18,40,60,7,56,55,19,103,27,0,68,19,27,88
Blithering Idiot,4254,Barleywine - English,98,Weyerbacher Brewing Co.,Notes:,11.1,3.7,40,60,2,44,47,29,138,26,0,62,31,15,97
Mother Of All Storms,4255,Barleywine - English,98,Pelican Pub & Brewery,"Notes:First Release - November 2008 'The Perfect Storm'2007 Stormwatcher's Winterfest Barleywine, aged in 1998 Evan Williams Bourbon Barrels.Second Release - October 2009 'The Perfect Storm'2008 Stormwatcher's Winterfest Barleywine, aged in 1998 Evan Williams Bourbon Barrels.***NOTE - Third Release - November 2010 The name was changed to 'Mother of All Storms' for trademark reasons.***Fourth Release - November 201131.7 degrees PlatoAlcohol: 13.5% by volumeBitterness: 40 IBU	",14,4.48,40,60,10,66,86,37,156,34,1,77,12,27,168
Old Foghorn,4256,Barleywine - English,98,Anchor Brewing Company,"Notes:Old Foghorn® is brewed based on historic English barleywine methods. It is highly hopped, fermented with a true top-fermenting ale yeast, carbonated by a natural process called ""bunging"" to produce champagne-like bubbles, and dry-hopped with additional Cascade hops while it ages in our cellars. Made only from “first wort,” the rich first runnings of an all-malt mash, three mashes are required to produce just one barleywine brew.ABV varies slightly over the years.	",10,3.94,40,60,10,62,37,56,116,36,0,82,64,15,110
Double Double Barrel Ale,4257,Barleywine - English,98,Firestone Walker Brewing Co.,Notes:,12,4.32,40,60,10,45,49,16,67,13,0,35,9,32,101
Mirror Mirror,4258,Barleywine - English,98,Deschutes Brewery,"Notes:Bottled/kegged vintages:2005 - Released February 20062009 - Released April 20092014 - Released April 2014The Reserve Series romance all began with our first release of this limited-edition brew. Mirror Mirror, born of a double batch of Mirror Pond Pale Ale, is an inspired barley wine ale layered with intriguing nuances. Explore this latest incarnation and enjoy its delicious complexity in every sip.30 IBU	",11,4.27,40,60,18,56,19,32,119,28,0,77,29,18,104
Harvest Ale (Limited Edition)J.W. Lees & Co (Brewers) Ltd,4259,Barleywine - English,98,J.W. Lees & Co (Brewers) Ltd,Notes:,11.5,4.31,40,60,5,58,39,31,137,31,0,71,25,26,104
Arctic Devil Barley Wine,4260,Barleywine - English,98,Midnight Sun Brewing Co.,"Notes:Arctic Devil Barley Wine, aptly named after the ferocious wolverine of the north, is an English-style (meaning malt-inclined) barley wine. Though the recipe and process for Arctic Devil have evolved over the years, it is brewed once a year then aged in oak barrels for several months before the entire batch is blended, bottled and released.In its youth, Arctic Devil gnarls and snarls its way across the palate. Containing this beast of a beer for long periods in oak barrels--some having previously aged port, wine or whiskey--tames the unleashed malt and fierce hop flavors, melding and mellowing this powerful liquid into an incredible elixir worthy of a brewer's table.Each annual batch of Arctic Devil Barley Wine represents the brewers' resolve to create an intriguing and sought-after barley wine by precisely brewing to well-designed specifications, carefully selecting the type and combination of barrels to use for aging, and meticulously checking the beer as it ages. Distinct nuance and complexity are contributed by the wood's previous tenants, resulting in unique flavor profiles in each batch that continue to change over time. We invite you to savor Arctic Devil Barley Wine upon its release then cellar some for future enjoyment.20 IBU	",13.2,4.38,40,60,10,72,69,28,123,23,0,49,23,24,141
Horn Dog,4261,Barleywine - English,98,Flying Dog Brewery,Notes:,10.2,3.88,40,60,8,43,50,22,100,25,0,63,21,9,65
Straight Jacket,4262,Barleywine - English,98,Revolution Brewing,"Notes:(Barrel-Aged Institutionalized) A strong ale to warm your insides in the dead of winter. Deep aromas and flavors of dark stone fruits, bourbon, molasses, toasted coconut and vanilla come in waves.55 IBU	",15,4.35,40,60,10,65,89,42,120,30,0,70,24,43,151
Bourbon Barrel-Aged Barley Wine,4263,Barleywine - English,98,Kuhnhenn Brewing Company,Notes:,14.5,4.44,40,60,7,47,94,24,99,14,1,44,8,25,123
Aaron,4264,Barleywine - English,98,Hill Farmstead Brewery,"Notes:Aaron A. Hill (1786-1869) was our great-great-great grandfather who operated the original tavern in North Greensboro- an industrious, inventive and indomitable figure in the community. The Hill Farmstead Brewery logo is based upin the tavern's original sign. In his honor, we crafted this barleywine at the outest of our venture. It has rested, unhurriedly and undisturbed, for over 2 years in bourbon barrels from some of our favorite distilleries, absorbing the essence of its surroundings and history. Bottle conditioned for 5 months.	",9,4.63,40,60,11,63,77,13,154,23,0,68,13,35,140
Cereal Killer,4265,Barleywine - English,98,Arcadia Brewing Company,"Notes:Brewed in the tradition of English-style barley wines, Cereal Killer offers an explosion of full-bodied, liquid goodness. Robust malty flavors converge with caramel, toffee, molasses and dark fruit notes to produce a remarkably complex and palate-pleasing beer. Its intense malt character is complemented by a subtle citrus finish from the crystal hops. With cellar-aging, Cereal Killer's flavor evolves further, developing a sherry-like aroma and flavor similar to a cask-aged port. Winner of the Silver Medal for Barley Wine Style Ale at the 2007 GABF.	",10,3.85,40,60,11,68,49,36,109,36,1,80,35,18,109
Oak Aged Barleywine,4266,Barleywine - English,98,The Schlafly Tap Room,"Notes:Our Oak Aged Barleywine has a deep copper color and an intense malt flavor balanced by assertive hops. Fermentation with American ale yeast allows the caramel malt to shine. We age the beer on new, medium toast Missouri Oak to enhance its complexity and to develop its smooth, luscious character. Barleywine is a classic English-style hearty ale. The term refers to a beer with the potency of wine and is often vintage-dated. This beer will continue to age well in a cool dark place for several years, but it is ready to enjoy now. 40 IBU	",10.2,3.98,40,60,8,49,27,22,87,22,1,27,19,9,110
